,url,title,verdict,short_justification,date
15,https://fakehunter.pap.pl/raport/5326a22b-e627-4342-a892-513827661265,Czy osoby zaszczepione emitują pole elektromagnetyczne?,Fake News,"Ze zgłoszonego tekstu dowiadujemy się, że Europejskie Forum Kontroli Szczepień przeprowadziło badanie, które rzekomo potwierdziło, że zaszczepieni przyciągają magnes i emitują promieniowanie elektroma...", 03-11-2021
16,https://fakehunter.pap.pl/raport/953e72a0-bb15-4c9a-9b73-c5a6592032d0,"Czy w Wielkiej Brytanii weszło prawo, na mocy którego za napisanie w internecie, że szczepionki nie w pełni powstrzymują Covid-19, można pójść na 2 lata do więzienia?",Fake News,"Tekst zgłoszony do weryfikacji zawiera stwierdzenie, że wedle nowych przepisów, w Wielkiej Brytanii można kogoś skazać na dwa lata więzienia za opublikowanie w sieci krytycznych wypowiedzi na temat sz...", 03-11-2021
17,https://fakehunter.pap.pl/raport/4a96ad1e-3248-4c3b-be3f-d3b670da38a3,"Czy Światowa Organizacja Zdrowia potwierdziła, że test PCR jest wadliwy, a szacunki liczby zakażeń nic nie znaczą?",Fake News,"Ze zgłoszonego artykułu dowiadujemy się, że według Światowej Organizacji Zdrowia szacunki na temat liczby przypadków COVID-19 nie mają znaczenia z powodu rzekomo wadliwych testów PCR. To twierdzenie n...", 03-11-2021
18,https://fakehunter.pap.pl/raport/ca02157a-9d60-471c-baf5-59a182185fea,Czy pełne zaszczepienie przeciwko COVID-19 powoduje AIDS?,Fake News,"Według autora zgłoszonego do weryfikacji artykułu rządowe raporty z Wielkiej Brytanii wykazały, że ludzie zaszczepieni przeciwko COVID-19 zapadają na AIDS - rzekomo dlatego, że szczepionki stopniowo o...", 02-11-2021
19,https://fakehunter.pap.pl/raport/e2763fbf-f591-40c6-8fb8-c195293caee0,"Czy do szczepionki dodano lek mający ukryć powikłania, które może wywoływać?",Fake News,"Ze zgłoszonego tweeta dowiadujemy się, Pfizer do szczepionki przeciwko COVID-19 dla dzieci dodał lek mający ukryć uszkodzenie serca. To nieprawda. Autor powołuje się na dokument informacyjny, który P...", 02-11-2021
20,https://fakehunter.pap.pl/raport/32f281f2-cc55-4d59-81ee-64f267d22f4f,Czy australijska influencerka trafiła do szpitala z powodu szczepionki przeciw COVID-19?,Fake News,"Nie ma oficjalnego potwierdzenia, że australijska influencerka Cienna Knowles trafiła do szpitala z powodu szczepionki przeciw COVID-19. Wykryte u niej zakrzepy nie występują jako efekt uboczny szczep...", 02-11-2021
21,https://fakehunter.pap.pl/raport/2945abee-0457-49d0-bb87-f7fbd3f7590c,Czy w Sztokholmie odbyły się protesty przeciwko paszportom szczepionkowym?,Prawda,"W sobotę, 30 pażdziernika odbyła się w Sztokholmie manifestacja przeciwników paszportów szczepionkowych oraz szczepieniom dzieci. Zgłoszenie dotyczy tweeta użytkownika Pelham do którego załączono kr...", 02-11-2021
22,https://fakehunter.pap.pl/raport/cc5f0e69-a6ef-48ec-b044-7b5963df7e66,Czy Niemcy ogłaszają koniec pandemii?,Fake News,Nikt w Niemczech nie ogłosił „zakończenia pandemii”. Zgłoszona do weryfikacji publikacja jest oparta na manipulacji faktami. Zgłoszony do weryfikacji materiał zatytułowany „Niemcy ogłaszają koniec pa..., 02-11-2021
23,https://fakehunter.pap.pl/raport/f8682422-f214-4f45-a126-99edc7e254b7,"Czy autopsje zaszczepionych osób zmarłych na Covid-19 wykazują, że tkanka ich płuc jest pełna zakrzepów i ma strukturę wątroby.",Fake News,"Autor zgłoszonego do weryfikacji nagrania twierdzi, że sekcje zwłok zaszczepionych osób zmarłych na Covid-19 wykazują, że tkanka ich płuc jest pełna zakrzepów i ma strukturę wątroby. Taką tezę wygłosi...", 02-11-2021
24,https://fakehunter.pap.pl/raport/836f10f2-34fc-425e-adb6-51c805a3ee45,Czy w Polsce ceny hurtowe gazu dyktuje PGNiG?,Fake News,"Twierdzenie, że ceny hurtowe gazu w Polsce dyktuje PGNiG, jest nieuprawnione. Głównym czynnikiem wpływającym na poziom cen hurtowych gazu są jego notowania na Towarowej Giełdzie Energii, te zaś zależą...", 02-11-2021
25,https://fakehunter.pap.pl/raport/6588bafe-1856-459b-b36c-ac47e0e332d1,"Czy papież powiedział, że aby dostać się do nieba, trzeba będzie zostać zaszczepionym?",Fake News,"Papież Franciszek nie powiedział, że przyjęcie szczepionki na COVID-19 jest warunkiem „wpuszczenia do nieba”, jak sugeruje to post na Twitterze. Słowa przypisywane papieżowi - „Bóg poinformował mnie, ...", 01-11-2021
26,https://fakehunter.pap.pl/raport/50120234-b3de-4121-a955-be382e6c3c1f,"Czy pobieranie wymazu z nosogardzieli jest niepotrzebne, skoro SARS-CoV-2 jest nawet w mikrokropelkach śliny?",Fake News,"Twierdzenie, że pobieranie wymazu z nosa jest niepotrzebne, ponieważ równie dobrze można zbadać obecność koronawirusa testując ślinę, obecnie nie jest uzasadnione, co nie wyklucza tego, że może to się...", 29-10-2021
27,https://fakehunter.pap.pl/raport/a82e5609-3de7-495c-adab-510d21b32f96,Czy Pierre Kory wyleczył iwermektyną 200 amerykańskich kongresmenów chorych na Covid-19?,Fake News,"Zgłoszona do weryfikacji wiadomość dotyczy amerykańskiego pulmunologa Pierra Kory’ego, który w swoich mediach społecznościowych propaguje leczenie iwermektyną jako alternatywę dla szczepień. Autor zgł...", 29-10-2021
28,https://fakehunter.pap.pl/raport/fbbb55d5-1fe6-40ef-acef-afadddc68fec,"Czy studenci Łódzkiego Uniwersytetu Medycznego podlegający MON, którzy nie chcieli się zaszczepić, są więzieni w koszarach?",Fake News,"Autor zgłoszonego do weryfikacji nagrania twierdzi, że studenci Łódzkiego Uniwersytetu Medycznego podlegający Ministerstwu Obrony Narodowej, którzy odmówili szczepień przeciw COVID-19, zostali uwięzi...", 27-10-2021
29,https://fakehunter.pap.pl/raport/2c2a3e45-1fec-4894-b15e-87c32109d96c,Czy u kobiet stosujących antykoncepcję hormonalną kurczy się mózg?,Fake News,"To nieprawda, że u kobiet stosujących antykoncepcję hormonalną kurczy się mózg. Autor zgłoszonego do weryfikacji tekstu wyciągnął zbyt daleko idące i nieuprawnione wnioski z jednostkowego badania, któ...", 27-10-2021
30,https://fakehunter.pap.pl/raport/5b40e630-06d1-4b9b-b7d1-42d5b43d543c,Czy 1 i 2 listopada na cmentarze będą mieli wstęp tylko zaszczepieni?,Fake News,Twierdzenie o rzekomej dostępności cmentarzy w dniu 1 i 2 listopada tylko dla osób zaszczepionych przeciwko Covid-19 jest nieuprawnione. Zgłoszony do weryfikacji materiał to wideo opublikowane w dn..., 26-10-2021
31,https://fakehunter.pap.pl/raport/01bbd647-2ba2-49a2-9331-f4c814bff3c8,"Czy, żeby wyprodukować szczepionkę przeciwko COVID-19 pobiera się bez znieczulenia organy od żywych dzieci?",Fake News,"Ze zgłoszonego do weryfikacji tekstu dowiadujemy się, że szczepionki przeciwko COVID-19 zawierają „tajemnicze substancje chemiczne pochodzące z zamordowanych dzieci” oraz, że „dla jednej z linii komór...", 26-10-2021
32,https://fakehunter.pap.pl/raport/0c6dbbd5-bfaa-4ca7-b7b5-bfb367e1d31f,Czy polski rząd już w 2018 r. kupował sprzęt diagnostyczny do wykrywania Covid-19?,Fake News,"Nie jest prawdą, by polski rząd kupował w 2018 roku „sprzęt diagnostyczny do wykrywania Covid-19”. Opublikowana w zgłoszonym materiale tabela dotyczy po prostu zakupów sprzętu diagnostycznego do wszel...", 26-10-2021
33,https://fakehunter.pap.pl/raport/0754d7cc-5658-4fad-83f0-cb70edf48796,"Czy promieniowanie niejonizujące z anten 3G, 4G i 5G wywołuje choroby neurodegradacyjne w tym Alzheimera?",Fake News,"Nie ma związku między promieniowaniem niejonizującym emitowanym przez „technologię G” a chorobą Alzheimera, nowotworami i chorobami neurodegeneracyjnymi, czego ma dowodzić prowadzona w języku włoskim ...", 25-10-2021
34,https://fakehunter.pap.pl/raport/8008f98b-c35e-4699-b6ab-a535d26d6d0d,Czy w Polsce osoby zaszczepione nie mogą oddawać krwi?,Fake News,"To fake news. Osoby zaszczepione przeciwko COVID-19 mogą oddawać krew, muszą tylko odczekać: 48 godzin od podania szczepionki typu mRNA (Comirnaty firmy Pfizera/BioNTech i Moderna) i 14 dni od podania...", 25-10-2021
35,https://fakehunter.pap.pl/raport/76c1e0f4-1a98-4ff4-88b8-203f88bb8758,"Czy punkt szczepień przy cmentarzu w Szczecinie ma być po to, żeby z pomocą zmarłych podkręcić statystyki wyszczepienia?",Fake News,"To nieprawda. Punkt szczepień przeciwko Covid-19 przy Cmentarzu Centralnym w Szczecinie powstał, by ułatwić dostęp do szczepień ludziom, odwiedzającym tę nekropolię w okresie Dnia Wszystkich Świętych,...", 25-10-2021
36,https://fakehunter.pap.pl/raport/8e386dc2-d2d4-4ca6-b297-65eeb0f6e100,"Czy przedstawiciel medyczny firmy Pfizer jest synem Michała Sutkowskiego, członka rady ds. ochrony zdrowia przy prezydencie RP?",Fake News,"Zgłoszony do weryfikacji tweet jest fake newsem opartym na przypadkowej zbieżności nazwisk. Nie tylko pracownik Pfizera nie jest synem doktora Michała Sutkowskiego, ale w ogóle nie jest z nim spokrewn...", 25-10-2021
37,https://fakehunter.pap.pl/raport/91e2e63a-792b-467b-89ec-9d44270e04c4,Czy zaszczepieni są widoczni dla urządzeń łączących się przez Bluetooth?,Fake News,"Osoby zaszczepione nie mogą być wykrywane przez sprzęty obsługujące łączność bezprzewodową jako „urządzenia”. Skład szczepionek przeciwko COVID-19 jest znany i nie obejmuje dodatków, które mogłyby fun...", 25-10-2021
38,https://fakehunter.pap.pl/raport/0b8ac78b-2339-42b9-b489-c4b957b8d876,Czy to zdjęcia z Australii?,Fake News,"Nie, zdjęcia przedstawiające ludzi w zagródkach z białych sztachet nie pochodzą z Australii, lecz ze Zjednoczonych Emiratów Arabskich, a konkretnie z boiska do krykieta Sheikh Zayed Cricket Stadium w ...", 25-10-2021
39,https://fakehunter.pap.pl/raport/39370dfe-b03f-4093-a5bf-86d868e961ba,"Czy choroba jest efektem zatrucia organizmu, a nie skutkiem działania patogenów?",Fake News,"Czynników chorobotwórczych może być wiele. W załączonym do zgłoszenia filmiku zamieszczonym na jednym z profili FB mówca zaprzecza, by patogeny wywoływały choroby. Choroby są jego zdaniem wywoływane p...", 22-10-2021
40,https://fakehunter.pap.pl/raport/a20b51b5-1f35-41da-a74a-7eb4fffd2a90,"Czy rząd zawłaszczył 6 mld zł, które Gazprom zwrócił PGNiG za zawyżone ceny gazu dostarczanego w latach 2014-2020?",Fake News,"Ze zgłoszonego do weryfikacji materiału video wynika, że rząd rzekomo zawłaszczył 6 mld zł, które Gazprom zwrócił PGNiG za zawyżone ceny gazu. To nieprawda. Występująca we wspomnianym materiale vide...", 22-10-2021
41,https://fakehunter.pap.pl/raport/b6eeb8fb-7ac5-4fc7-9228-c2e26e458d3e,Czy od listopada niezaszczepieni na Covid-19 nie będą mogli wyjechać z Kanady?,Prawda,"Od 30 listopada tylko osoby w pełni zaszczepione będą mogły podróżować z kanadyjskich lotnisk. Wymóg ma dotyczyć nie tylko lotów krajowych, ale też międzynarodowych. Zgłoszenie dotyczy Tweeta użytkow...", 21-10-2021
42,https://fakehunter.pap.pl/raport/3b17e043-b0d2-4388-92b2-eab75424d56d,"Czy na Florydzie w ciągu dwóch tygodni odnotowano spadek zachorowań o 45 proc., bo gubernator tego stanu odrzucił restrykcje i obowiązek szczepienia?",Fake News,"To prawda, że w ciągu ostatnich dwóch tygodni liczba nowych przypadków Covid-19 na Florydzie spadła. Trudno jednak łączyć ten fakt z tym, że gubernator tego stanu, Ron DeSantis jest przeciwnikiem lock...", 21-10-2021
43,https://fakehunter.pap.pl/raport/a8a35a88-0f61-432b-98e5-b4a5922b8dac,"Czy szczepionka Moderna jest niebezpieczna, bo zawiera bardzo toksyczny i łatwopalny składnik SM-102?",Fake News,"Zgłoszony artykuł głosi, że szczepionka przeciwko COVID-19 firmy Moderna zawiera wysoce łatwopalny i rakotwórczy składnik – SM-102. To dezinformacja. Prawdą jest, że szczepionka zawiera SM-102 - lipi...", 21-10-2021
44,https://fakehunter.pap.pl/raport/53eae8a5-ff02-41f4-bbeb-d22232198040,"Czy eksperyment Stefana Lanka stanowi dowód, że żadne wirusy nie istnieją i nigdy ich nie było?",Fake News,"Zgłoszony do weryfikacji materiał głosi, że wirusy nie istnieją i są na to dowody naukowe! To całkowita nieprawda! W rzeczywistości jest zupełnie odwrotnie: naukowcy od dawna posiadają niezbite dowody...", 20-10-2021
45,https://fakehunter.pap.pl/raport/0ad89ec4-f78f-4aa5-a78d-7573188b7c8f,"Czy wiosną 2020 roku przeprowadzano testy kliniczne szczepionki przeciwko COVID-19 w Senegalu, w wyniku których zmarło siedmioro dzieci?",Fake News,"W zgłoszonym tekście z kwietnia 2020 znajdujemy informację, że szczepionka przeciwko COVID-19 zabiła siedmioro dzieci chwilę po jej podaniu. To nieprawda. Szczepionka wtedy nie istniała. Ta fałszywa ...", 20-10-2021
46,https://fakehunter.pap.pl/raport/94c82eaa-128c-48b9-a928-2522ec6bebd9,Czy zaszczepione osoby są monitorowane w czasie rzeczywistym?,Fake News,"Materiał serwisu ForumDlaZycia powiela bez wskazywania źródła rosyjską fałszywkę informacyjną, a właściwie żart primaaprilisowy. Przykład drogi, jaką pokonał ów dowcip, i kolejnych zniekształceń, jaki...", 20-10-2021
47,https://fakehunter.pap.pl/raport/a596ca64-5bd6-4777-9a4a-c7904366b877,"Czy CDC w lipcu potwierdziło, że nie ma izolatu koronawirusa SARS-CoV-2, a to znaczy, że ten nie istnieje?",Fake News,"To nieprawda, że nie ma izolatu koronawirusa SARS-CoV-2. Takich izolatów obecnie są setki. Autor zgłoszonego do weryfikacji tekstu albo nie zrozumiał dokumentu, na który się powołuje, albo świadomie g...", 20-10-2021
48,https://fakehunter.pap.pl/raport/17d1fa56-b0f9-4ecb-a796-c6bd174088f1,Czy objawy wystawienia na działanie PEM i objawy Covid-19 są praktycznie identyczne?,Fake News,Kontrowersyjne zjawisko nadwrażliwości elektromagnetycznej charakteryzuje się występowaniem niespecyficznych objawów zdrowotnych m.in. bólami oczu oraz szumami. Na długiej liście symptomów schorzenia..., 19-10-2021
49,https://fakehunter.pap.pl/raport/3ad024e4-f093-4fec-ba36-19119eb8ebd7,Czy w pełni zaszczepieni tracą 5 proc. odporności tygodniowo?,Fake News,"Nie ma żadnych dowodów naukowych potwierdzających postawioną w zgłoszonym do weryfikacji materiale tezę, że system odpornościowy osób zaszczepionych przeciw COVID-19 ulega z tego powodu osłabieniu. Wn...", 19-10-2021
50,https://fakehunter.pap.pl/raport/29a6ace9-ff26-4447-ae08-093d82fad5a5,"Czy często zdarza się, że rana po szczepieniu na Covid-19 nie przestaje krwawić, bo organizm tworzy przetokę i próbuje pozbyć się wstrzykniętego preparatu?",Fake News,"To nieprawda. Twierdzenia zaprezentowane w zgłoszonym do weryfikacji materiale to kolejna teoria spiskowa pozbawiona potwierdzenia w faktach. Twierdzenie, że nieustające krwawienie jest częstym zda...", 19-10-2021
51,https://fakehunter.pap.pl/raport/3518372e-556e-4fce-b7a3-a2cc4f48f4e6,"Czy 7 na 10 osób, które umierają na Covid-19 w Wielkiej Brytanii, to w pełni zaszczepieni, co podważa skuteczność szczepień?",Fake News,"Dane podane w zgłoszonym wpisie wprowadzają w błąd. Z informacji brytyjskiego urzędu statystycznego ONS wynika bowiem, że na Covid-19 umierają w zdecydowanej większości osoby niezaszczepione. Na ponad...", 19-10-2021
52,https://fakehunter.pap.pl/raport/fe918a9f-9d77-40ef-9d4f-6eb4e445ed9c,"Czy tysiące naukowców wykazało, że promieniowanie niejonizujące jednak ma zgubny wpływ na zdrowie?",Fake News,"W mediach społecznościowych ukazał się wpis o rzekomym zgubnym wpływie na zdrowie promieniowania niejonizującego, co miało zostać udowodnione przez tysiące naukowców. W rzeczywistości jest całkowicie ...", 19-10-2021
53,https://fakehunter.pap.pl/raport/cb4bc5a8-568d-4e00-ac74-c2344895b131,Czy przyczyną wzrostu cen gazu w Europie jest rusofobia?,Fake News,"Tekst opublikowany na portalu rubaltic.ru jest pełen manipulacji. Olbrzymie podwyżki cen gazu w Europie są przede wszystkim efektem realizowanej przez Rosję celowej polityki windowania cen, która ma d...", 18-10-2021
54,https://fakehunter.pap.pl/raport/5e0afdd5-45f7-46ea-973b-338f77ec3629,Czy Colin Powell zmarł na powikłania po szczepieniu?,Fake News,"Autor zgłoszonego do weryfikacji wpisu na Twitterze sugeruje, że przyczyną śmierci Colina Powella było przyjęcie szczepionki przeciwko Covid-19. To nieprawda. Powell zmarł na Covid-19. „Według rodzin...", 18-10-2021
55,https://fakehunter.pap.pl/raport/b09ad58d-c330-484f-998d-1cfcbd73e4d3,"Czy w Izraelu tak boją się poszczepiennych ataków serca, że we wszystkich zakątkach miast umieszcza się defibrylatory?",Fake News,"Z hiszpańskojęzycznego wpisu na Twitterze z 17 października br., powołującego się na informacje z filmu Kariny Michelin i Mauricia Pollasceka, wynika, że w Izraelu, z powodu obaw przed falą ataków ser...", 18-10-2021
56,https://fakehunter.pap.pl/raport/441ea1ae-3684-4939-9fd1-f227bf7106ce,"Czy po przyjęciu szczepionki mRNA przez matkę, rodzą się zdeformowane dzieci?",Fake News,"Fatih Erbakan, turecki polityk, lider eurosceptycznej partii Yeniden Refah Partisi, stwierdził na konferencji prasowej, że efektem szczepionki Pfizer-BioNTech oraz innych szczepionek opierających się ...", 18-10-2021
57,https://fakehunter.pap.pl/raport/a87ae7f3-b8f0-4a54-8226-e17cb785833e,"Czy na Litwie nie da się funkcjonować bez szczepienia na Covid-19, bo wszędzie obowiązują paszporty szczepionkowe?",Fake News,"Szczepienia przeciwko Covid-19 na Litwie nie są przymusowe, a obowiązkowy od 13 września br. tzw. green pass, nazywany też paszportem możliwości i równoważny z unijnym świadectwem szczepienia, nie zmu...", 18-10-2021
58,https://fakehunter.pap.pl/raport/4f452bf6-d31f-4233-9046-e6b45dc95ce3,"Czy z danych agencji Public Health England wynika, że skuteczność szczepionki na Covid-19 u osób po czterdziestce wynosi minus 109 proc.?",Fake News,"Raport agencji Public Health England podkreśla, że dwie dawki szczepionki pozostają wysoce skuteczne. Według badaczy wyższy odsetek chorych wśród zaszczepionych niż niezaszczepionych to wynik wysokieg...", 18-10-2021
59,https://fakehunter.pap.pl/raport/9c7335d7-e60e-4ad7-9f7c-e090a82da8a9,"Czy szczepionki AZ, które Polska odsprzedaje Ukrainie, są przeterminowane?",Fake News,"To nieprawda. Szczepionki, które Polska przekazała Ukrainie nie są przeterminowane – zapewnił w odpowiedzi na pisemne zapytanie serwisu Fake Hunter rzecznik Ministerstwa Spraw Zagranicznych Łukasz Jas...", 15-10-2021
60,https://fakehunter.pap.pl/raport/44f274bd-7ef1-4cbc-ae56-be3bcb6a5181,"Czy noszenie maski nie zmniejsza, a wręcz zwiększa ryzyko infekcji?",Fake News,"Nieprawdą jest, że przegląd badań z okresu ostatnich 20 lat pozwala na stwierdzenie, iż praktycznie nie ma dowodów naukowych na skuteczność noszenia maseczek w walce z chorobami zakaźnymi. Nieprawdą j...", 14-10-2021
61,https://fakehunter.pap.pl/raport/b0617c43-8d2e-4391-8eb1-15d831f0ea15,Czy leczenie kanałowe zębów jest przyczyną nowotworów?,Fake News,Ze zgłoszonego tekstu dowiadujemy się że leczenie kanałowe zębów powoduje nowotwory. To nieprawda. Endodoncja to dziedzina stomatologii zajmująca się badaniem i leczeniem chorób miazgi korzeniowej zę..., 14-10-2021
62,https://fakehunter.pap.pl/raport/161350d2-f0e3-421d-ad6b-03f89aa2f7ef,"Czy pracownicy Boeinga, którzy się nie zaszczepią, będą musieli sami płacić za cykliczne testy na Covid-19?",Fake News,"Ze zgłoszonego do weryfikacji tweeta NeverSleevera wynika, że pracownicy amerykańskiego Boeinga, którzy zostaną zwolnieni z obowiązku szczepienia przeciwko Covid-19, będą musieli sami płacić za regula...", 14-10-2021
63,https://fakehunter.pap.pl/raport/eeafa7b1-e82a-4704-9696-799416154b18,"Czy w niektórych chińskich miastach, żeby wejść do metra, trzeba skorzystać z systemu rozpoznawania twarzy, a opłata za przejazd jest pobierana bezpośrednio z konta?",Fake News,W niektórych chińskich miastach rzeczywiście już od 2019 r. funkcjonują w metrze systemy biletowe oparte na rozpoznawaniu twarzy. Metoda ta jest jednak tylko jedną z form umożliwiających podróżowanie ..., 14-10-2021
64,https://fakehunter.pap.pl/raport/4db9bd8f-b194-4235-a551-7b4053831e94,"Czy przykład Wielkiej Brytanii dowodzi tego, że szczepienie równa się zakażeniu Covid- 19?",Fake News,"Szczepienia przeciwko Covid-19 nie napędzają nowych zakażeń. Sama szczepionka chroni przed ciężką chorobą, ale pandemia zależy też od zachowań ludzi i stosowania się do obostrzeń epidemicznych. Zg...", 13-10-2021
65,https://fakehunter.pap.pl/raport/b3b9d20c-3a97-4c34-b997-9ac63fdcdadb,"Czy turecki preparat Turkovac mogą teraz przyjmować jako booster osoby, którym wcześniej zaaplikowano jakąś szczepionkę inaktywowaną?",Fake News,Opracowana w Turcji szczepionka Turkovac znana wcześniej pod nazwą ERUCOV-VAC od czerwca 2021 roku przechodzi III fazę testów klinicznych i jest podawana jako booster (trzecia dawka wzmacniająca) wolo..., 13-10-2021
66,https://fakehunter.pap.pl/raport/f3647d64-fed4-4a6f-b3a5-edb4a5dec12f,Czy w Japonii wdrożono leczenie COVID-19 iwermektyną?,Fake News,"Z informacji podanych w zgłoszonym tweecie możemy wywnioskować, że w Japonii leczy się COVID-19 iwermektyną. To nieprawda. Do zgłoszonego tweeta podlinkowany jest artykuł opisujący spadek zachorowań ...", 13-10-2021
